"Parent ID","Parent Description","BOM Code","BOM Qty","Parent UOM","Component ID","Component Description","Comp Qty per BOM Qty","Comp UOM","Comp Yield","Eff Date","Obs Date"
"1039SB-TEST","SINGLE DRY BATH- SET UP TEST -","1","1","EA","9292020004","Specific parts for Single Bath","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1039SB-TEST","SINGLE DRY BATH- SET UP TEST -","1","1","EA","9296050000","LABNET DIGITAL UNIT INST MANUA","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1039SB-TEST","SINGLE DRY BATH- SET UP TEST -","1","1","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"139001000","RACK,200mL MICROLEADER,96W&384","1","500","EA","100001","Bag","0.0000","EA","100.0000","04/09/2020","12/31/2099"
"139001000","RACK,200mL MICROLEADER,96W&384","1","500","EA","520751","PLAIN CARTON 15 1/4 x 12 10/16","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"139001000","RACK,200mL MICROLEADER,96W&384","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"139001000","RACK,200mL MICROLEADER,96W&384","1","500","EA","524105","200uL Rack Bottom insert","500.0000","EA","95.0000","01/01/1900","12/31/2099"
"139001000","RACK,200mL MICROLEADER,96W&384","1","500","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","100001","Bag","0.0000","EA","100.0000","04/09/2020","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","520754","PLAIN CARTON 20 3/8 x 16 x 15","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","562043","Plug Seal cap, Orange, 50mL","2000.0000","EA","95.0000","01/01/1900","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","865931","AUTO BAGS 3X4- # 5247683","2000.0000","EA","99.0000","01/01/1900","12/31/2099"
"145931","33 DS ORN CAP BAGGED","1","2000","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","9297560000","PROTECTIVE EARTH GROUND LABEL","2.0000","EA","95.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","AH120","SCREW, ISOLAT TO BASEPLT 24D","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","AO105","LABEL, LID RELEASE, ROUND","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BE310","FAIR-RITE, BIG BRO POWER CORD","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BE320","DIODE, BIG BRO POWER INLET","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH100","PINS, LID HINGE BIG BRO    HAM","2.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH105","SCREW, BIG BROTHER LL SWITCHES","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH106","SCREW, BIG BROTHER LL SWITCHES","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH107","RIVET, BIG BROTHER LL  1/8DIA","2.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH108","TERMINAL, NONINSULATED RING  B","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH111","STUD, PEM 4-40 X 5/8 BASE TO L","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH112","5/16 x 13/32 Hex AI Spacer 6/3","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH130","SCREW, LID LATCH TO BOWL BIGBR","10.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH140","SCREW, BASE 8X1/2 PHIL PAN ZS","4.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","BH150","SCREW, CRASH TO BOWL BIG BRO","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","F0003","Double-Sided Foam Tape - 1""","0.0004","EA","95.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MF115","Foam Strip, 1/4 Thick, 1/2 Wid","0.0283","EA","95.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MH130","CABLE TIE, SMALL  NT10025C","2.0000","EA","95.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","ML151","WIRE LEAD, SPECTFUGE INLET GRN","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MN105","NUT PM #8 KEPS 8-32 KEPS NUT","9.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MN120","NUT KEPS L.L. #4   4-32 KEPS N","2.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MP105","PLUG M LL   27AC0007","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MP106","SPACER NYLON SOLEN LL M","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MP125","FINISH WASHER M    11SFW0006","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MR591","TACHOMETER WINDOW","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS116","SCREW M LL  6-32X3/16 PHIL 100","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS120","SCREW MP #8  8-32X3/8 PHIL PIN","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS130","SCREW MP P.C.B.  6-32X3/16 PHI","2.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS160","SCREW M L.L. SWITCH  4-40X5/8","1.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS502","SCREW, 8-32X3/16 ROUND MACH","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MS505","STUD, PEM 8-32 X 1.25 FULL  TH","4.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","MW141","WASHER STAR FOR UNDER MINI   M","6.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","NH150","STUD, PEM 6-32X3/8","3.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","NH170","SCREW, TRAY NUTATOR 6-32X3/8 1","2.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","ST001","3M #898 Scotch Tape","0.0073","EA","95.0000","01/01/1900","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","TH100","SCREW, 8-32 X 3/8 TRUSS HEAD S","4.0000","EA","95.0000","01/01/2016","12/31/2099"
"14D-HW-120-P","HARDWARE, GALAXY/FORCE 14/16/D","1","1","EA","ZE210","Coated Stainless Steel Wire 50","0.0050","EA","95.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","523208","Resin Ribbon Black 110 x 300","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","561032","Plain White Carton, ECT 44 FLU","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","561094","15mL Flat cap,old style, Light","500.0000","EA","95.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","562032B","15mL CT Conical bttm, white wr","500.0000","EA","95.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","570060","BAG 9 x 12 4 MIL ZIP (PMI120-0","10.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","1","500","EA","E09612","Bio-Rad Label 4 x 2.5 (1660475","10.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","523208","Resin Ribbon Black 110 x 300","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","561032","Plain White Carton, ECT 44 FLU","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","561094","15mL Flat cap,old style, Light","500.0000","EA","95.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","562032B","15mL CT Conical bttm, white wr","500.0000","EA","95.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","570060","BAG 9 x 12 4 MIL ZIP (PMI120-0","10.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"1660475","15ml Conical Bottom Flat Cap C","2","500","EA","E09612","Bio-Rad Label 4 x 2.5 (1660475","10.0000","EA","99.0000","01/01/1900","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","AE240","WIRE, EMERGENCY LL RELEASE 24D","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","AH120","SCREW, ISOLAT TO BASEPLT 24D","3.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","AO105","LABEL, LID RELEASE, ROUND","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH100","PINS, LID HINGE BIG BRO    HAM","2.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH105","SCREW, BIG BROTHER LL SWITCHES","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH106","SCREW, BIG BROTHER LL SWITCHES","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH107","RIVET, BIG BROTHER LL  1/8DIA","2.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH108","TERMINAL, NONINSULATED RING  B","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH130","SCREW, LID LATCH TO BOWL BIGBR","7.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH140","SCREW, BASE 8X1/2 PHIL PAN ZS","4.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","BH150","SCREW, CRASH TO BOWL BIG BRO","2.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MN105","NUT PM #8 KEPS 8-32 KEPS NUT","7.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MN120","NUT KEPS L.L. #4   4-32 KEPS N","2.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MP105","PLUG M LL   27AC0007","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MP106","SPACER NYLON SOLEN LL M","2.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MP125","FINISH WASHER M    11SFW0006","6.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MR591","TACHOMETER WINDOW","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MS120","SCREW MP #8  8-32X3/8 PHIL PIN","3.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MS130","SCREW MP P.C.B.  6-32X3/16 PHI","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MS160","SCREW M L.L. SWITCH  4-40X5/8","1.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MS505","STUD, PEM 8-32 X 1.25 FULL  TH","4.0000","EA","98.0000","01/01/2016","12/31/2099"
"16DH-HW-P","HARDWARE FOR GAL/FORCE 16DH","1","1","EA","MW141","WASHER STAR FOR UNDER MINI   M","6.0000","EA","98.0000","01/01/2016","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","555008A","1.2 mL SS, Conical bottom, int","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","556006","Carton 11 x 6.25 x 4","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","557001","O-ring","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","557022","Corning Cryogenic vial case in","1.0000","EA","99.0000","08/20/2020","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","559005","Polybag","5.0000","EA","99.0000","01/01/1900","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","561001","Cryogenic cap, male orange, In","250.0000","EA","98.0000","01/01/1900","12/31/2099"
"2012","1.2 CB SS VIAL","1","250","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2015","CRYO INSERT WHITE","1","500","EA","520750","PLAIN CARTON 15 3/4 x 11 x 8 3","0.0250","EA","93.3000","01/01/1900","12/31/2099"
"2015","CRYO INSERT WHITE","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2015","CRYO INSERT WHITE","1","500","EA","559008","Polybag ziplock cap insert","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2015","CRYO INSERT WHITE","1","500","EA","561005A","Bag with Cap insert White","10.0000","EA","93.3000","01/01/1900","12/31/2099"
"2015","CRYO INSERT WHITE","1","500","EA","E09603","Blank label 4x3","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2016","CRYO INSERT BLUE","1","500","EA","520750","PLAIN CARTON 15 3/4 x 11 x 8 3","0.0250","EA","93.3000","01/01/1900","12/31/2099"
"2016","CRYO INSERT BLUE","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2016","CRYO INSERT BLUE","1","500","EA","559008","Polybag ziplock cap insert","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2016","CRYO INSERT BLUE","1","500","EA","561007A","Bag with Cap insert Blue","10.0000","EA","93.3000","01/01/1900","12/31/2099"
"2016","CRYO INSERT BLUE","1","500","EA","E09603","Blank label 4x3","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2017","CRYO INSERT RED","1","500","EA","520750","PLAIN CARTON 15 3/4 x 11 x 8 3","0.0250","EA","93.3000","01/01/1900","12/31/2099"
"2017","CRYO INSERT RED","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2017","CRYO INSERT RED","1","500","EA","559008","Polybag ziplock cap insert","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2017","CRYO INSERT RED","1","500","EA","561003A","Bag with Cap insert RED","10.0000","EA","93.3000","01/01/1900","12/31/2099"
"2017","CRYO INSERT RED","1","500","EA","E09603","Blank label 4x3","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2018","CRYO INSERT GREEN","1","500","EA","520750","PLAIN CARTON 15 3/4 x 11 x 8 3","0.0250","EA","93.3000","01/01/1900","12/31/2099"
"2018","CRYO INSERT GREEN","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2018","CRYO INSERT GREEN","1","500","EA","559008","Polybag ziplock cap insert","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2018","CRYO INSERT GREEN","1","500","EA","561004A","Bag with Cap insert Green","10.0000","EA","93.3000","01/01/1900","12/31/2099"
"2018","CRYO INSERT GREEN","1","500","EA","E09603","Blank label 4x3","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2019","CRYO INSERT YELLOW","1","500","EA","520750","PLAIN CARTON 15 3/4 x 11 x 8 3","0.0250","EA","93.3000","01/01/1900","12/31/2099"
"2019","CRYO INSERT YELLOW","1","500","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2019","CRYO INSERT YELLOW","1","500","EA","559008","Polybag ziplock cap insert","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2019","CRYO INSERT YELLOW","1","500","EA","561006A","Bag with Cap insert Yellow","10.0000","EA","93.3000","01/01/1900","12/31/2099"
"2019","CRYO INSERT YELLOW","1","500","EA","E09603","Blank label 4x3","1.0000","EA","93.3000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","555009A","2.0 mL SS, Round bottom, inter","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","556006","Carton 11 x 6.25 x 4","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","557001","O-ring","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","557022","Corning Cryogenic vial case in","1.0000","EA","99.0000","08/20/2020","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","559006","Polybag","5.0000","EA","99.0000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","561001","Cryogenic cap, male orange, In","250.0000","EA","98.0000","01/01/1900","12/31/2099"
"2027","2.0 RB Cryo","1","250","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","523209","Zebra 1600 Print Ribbon","0.0000","FOT","100.0000","08/09/2020","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","555004A","2.0 mL SS, Round bottom, inter","250.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","556006","Carton 11 x 6.25 x 4","1.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","557001","O-ring","250.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","557022","Corning Cryogenic vial case in","1.0000","EA","96.0000","08/09/2020","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","559109","Laminated LDPE/Polyester Bag,","5.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","561001","Cryogenic cap, male orange, In","250.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","E09603","Blank label 4x3","1.0000","EA","96.0000","01/01/1900","12/31/2099"
"2028","2.0 RB SS Vial","1","250","EA","E09605","Blank label 4x6","5.0000","EA","96.0000","08/09/2020","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","523204","Print Ribbon","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","555011A","5.0mL Round bottom, internal t","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","556003","Carton (Vials) 10.5 x 7.25 x 7","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","557001","O-ring","250.0000","EA","95.0000","01/01/1900","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","557022","Corning Cryogenic vial case in","1.0000","EA","99.0000","08/20/2020","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","559006","Polybag","5.0000","EA","99.0000","01/01/1900","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","561001","Cryogenic cap, male orange, In","250.0000","EA","98.0000","01/01/1900","12/31/2099"
"2051","5.0 RB Cryo","1","250","EA","E09603","Blank label 4x3","1.0000","EA","99.0000","01/01/1900","12/31/2099"
"2070206AAD","CAP BLUE 33MM DBL THD 12450N","1","10000","EA","0721460AAD","CONCENTRATE BLUE PE53665201","1.9444","LBR","98.1032","01/01/1900","12/31/2099"
"2070206AAD","CAP BLUE 33MM DBL THD 12450N","1","10000","EA","688093","POLYETHYLENE HIGH DENSITY CP C","64.8379","LBR","98.0000","09/24/2020","12/31/2099"
"2070206TRY","CAP BLUE 33MM DBL THD 12450N","1","1200","EA","100001","Bag","0.0000","EA","100.0000","04/09/2020","12/31/2099"
"2070206TRY","CAP BLUE 33MM DBL THD 12450N","1","1200","EA","2070206AAD","CAP BLUE 33MM DBL THD 12450N","1200.0000","EA","98.0000","01/01/1900","12/31/2099"
"2070206TRY","CAP BLUE 33MM DBL THD 12450N","1","1200","EA","523207","Ribbon 6.00"" x 1476´","0.0000","FOT","100.0000","04/09/2020","12/31/2099"
